School Number,School Name,LA Code,Local Authority,Sector,Governance - see notes,WM Code,Welsh Medium Type - see notes,School Type,Religious Character,Address 1,Address 2,Address 3,Address 4,Postcode,Phone Number,Pupils - see notes
6762105.0,Risca Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Danygraig Road,Risca,Caerphilly,,NP11 6DB,01633 612429,314.0
6762108.0,Fochriw Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pontlottyn Road,Fochriw,Bargoed,,CF81 9LL,01685 841236,104.0
6762121.0,Gilfach Fargoed Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Vere Street,Gilfach,Bargoed,,CF81 8LB,01443 875510,172.0
6762140.0,Hendre Junior School,676.0,Caerphilly,Primary,Community,EM,English medium,Juniors,---,St Cenydd Road,Trecenydd,Caerphilly,,CF83 2RP,02920 852518,214.0
6762145.0,Hendre Infants School,676.0,Caerphilly,Primary,Community,EM,English medium,Nursery & Infants,---,St Cenydd Road,Trecenydd,Caerphilly,,CF83 2RP,02920 852519,142.0
6762148.0,Hengoed Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Chapel Terrace,Hengoed,Caerphilly,,CF82 7JU,01443 812909,187.0
6762158.0,Llancaeach Junior School,676.0,Caerphilly,Primary,Community,EM,English medium,Juniors,---,Commercial Street,Nelson,Treharris,,CF46 6NF,01443 450211,132.0
6762171.0,Llanfabon Infants School,676.0,Caerphilly,Primary,Community,EM,English medium,Nursery & Infants,---,Bryncelyn Avenue,Nelson,Treharris,Caerphilly,CF46 6HL,01443 450275,145.0
6762193.0,Rhydri Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Rhydri,Caerphilly,,,CF83 3DF,02920 852525,86.0
6762197.0,Nant Y Parc Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Universal Site,Senghenydd,Caerphilly,,CF83 4GY,02920 832116,229.0
6762207.0,Pantside Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Old Pant Road,Pantside,Newbridge,Newport,NP11 5DE,01495 243286,218.0
6762224.0,Tiryberth Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,New Road,Tiryberth,Hengoed,,CF82 8AU,01443 875526,161.0
6762227.0,Ty Isaf Infants School,676.0,Caerphilly,Primary,Community,EM,English medium,Nursery & Infants,---,Mill Street,Risca,Caerphilly,,NP11 6EF,01633 612420,129.0
6762252.0,Cwm Ifor Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Aneurin,Penyrheol,Caerphilly,,CF83 2PG,02920 852509,270.0
6762256.0,Bryn Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,"Forest Hill,The Bryn",Pontllanfraith,Blackwood,,NP12 2PL,01495 225690,163.0
6762262.0,Ysgol Ifor Bach,676.0,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Windsor Way,Abertridwr,Caerphilly,,CF83 4AB,02920 830375,265.0
6762264.0,Abercarn Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Chapel Of Ease,Abercarn,Caerphilly,,NP11 5LH,01495 244566,267.0
6762278.0,Greenhill Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Penywrlod,Gelligaer,Hengoed,,CF82 8EU,01443 875521,197.0
6762282.0,Ysgol Gymraeg Caerffili,676.0,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Heol Parcyfelin,Caerffilli,,,CF83 3HG,02920 852531,456.0
6762285.0,Ysgol Gymraeg Gilfach Fargod,676.0,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Commercial Street,Gilfach,Bargoed,,CF81 8JG,01443 875528,146.0
6762296.0,Ynysddu Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,High Street,Ynysddu,Newport,,NP11 7JH,01495 200223,125.0
6762307.0,Upper Rhymney Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Oakland Terrace,Rhymney,,,NP22 5EP,01685 840293,178.0
6762309.0,Ysgol Y Lawnt,676.0,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Surgery Hill,Rhymney,,,NP22 5LS,01685 840285,218.0
6762310.0,Bryn Awel Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Eglwys Fan,Rhymney,,,NP22 5JJ,01685 840230,139.0
6762313.0,Ysgol Gymraeg Trelyn,676.0,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Commercial Street,Pengam,Blackwood,,NP12 3ST,01443 821600,205.0
6762316.0,Phillipstown Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cefn Rhychdir Road,Phillipstown,New Tredegar,Caerphilly,NP24 6XE,01443 875522,136.0
6762322.0,Maesycwmmer Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Tabor Road,Maesycwmmer,Hengoed,,CF82 7PU,01443 812148,179.0
6762323.0,Bedwas Junior,676.0,Caerphilly,Primary,Community,EM,English medium,Juniors,---,Church Street,Bedwas,Caerphilly,,CF83 8EB,02920 852511,162.0
6762326.0,Machen Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Commercial Road,Machen,Newport,,CF83 8NA,01633 440403,177.0
6762328.0,Graig-Y-Rhacca Primary And Nursery Community,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Addison Way,Machen,Caerphilly,,CF83 8WW,02920 852516,175.0
6762335.0,Bedwas Infants,676.0,Caerphilly,Primary,Community,EM,English medium,Nursery & Infants,---,St Mary's Street,Bedwas,Caerphilly,,CF83 8EE,02920 852512,162.0
6762338.0,Hendredenny Park Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,White Cross Lane,Hendredenny Estate,Caerphilly,,CF83 2BL,02920 852520,254.0
6762339.0,Cwm Glas Infants School,676.0,Caerphilly,Primary,Community,EM,English medium,Nursery & Infants,---,Pant Glas,Llanbradach,Caerphilly,,CF83 3PD,02920 852515,70.0
6762347.0,Cwmaber Infants School,676.0,Caerphilly,Primary,Community,EM,English medium,Nursery & Infants,---,Bryngelli Terrace,Abertridwr,Caerphilly,,CF83 4FF,02920 830248,122.0
6762368.0,Ysgol Gymraeg Bro Allta,676.0,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Central Street,Ystrad Mynach,Hengoed,,CF82 7XQ,01443 814883,309.0
6762370.0,Cwmfelinfach Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,King Street,Cwmfelinfach,Ynysddu,,NP11 7HL,01495 200225,232.0
6762373.0,Ysgol Gymraeg Cwm Gwyddon,676.0,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Heol Gwyddon,Abercarn,Newport,,NP11 5GX,01495 244267,244.0
6762374.0,Y G G Y Castell,676.0,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Crescent Road,Caerphilly,,,CF83 1WH,02920 864790,460.0
6762376.0,Cwrt Rawlin Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cae Meillion,Caerphilly,,,CF83 1SN,02920 807070,360.0
6762377.0,Cefn Fforest Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Cefn Fforest Avenue,Cefn Fforest,Blackwood,,NP12 3JX,01443 830449,275.0
6762378.0,Penllwyn Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Fleur-De-Lys Avenue,Pontllanfraith,Blackwood,,NP12 2NT,01495 223505,138.0
6762379.0,Blackwood Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Apollo Way,Blackwood,,,NP12 1WA,01495 224111,436.0
6762380.0,Glyn-Gaer Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Oxford Street Glyngaer,Gelligaer,Hengoed,Caerphilly,CF82 8FF,01443 875518,253.0
6762381.0,Park Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Park Crescent,Bargoed,,,CF81 8PN,01443 875524,103.0
6762382.0,Aberbargoed Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Heol Ysgol Newydd,Bargoed,Caerphilly,,CF81 9DD,01443 875512,240.0
6762383.0,Trinant Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Conway Road,Pentwyn,Crumlin,,NP11 3JN,01495 214357,165.0
6762384.0,Ty Sign Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Elm Drive,Risca,Caerphilly,,NP11 6HJ,01633 612813,497.0
6762385.0,Tyn-y-Wern Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Navigator Street,Trethomas,,,CF83 8FL,02920 852528,225.0
6762386.0,Twyn Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,East View,Caerphilly,,,CF83 1UT,02920 852527,481.0
6762387.0,White Rose Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,White Rose Way,New Tredegar,,,NP24 6DW,01443 828060,229.0
6762388.0,Ysgol Bro Sannan,676.0,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Ty Fry Road,Aberbargoed,Bargoed,,CF81 9FN,01443 828000,187.0
6762389.0,Plasyfelin Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lewis Drive,Churchill Park,Caerphilly,,CF83 3FT,02920 852523,340.0
6762390.0,St James Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lansbury Park,Caerphilly,,,CF83 3GT,02920 852522,334.0
6762391.0,St Gwladys Bargoed School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Church Place,Bargoed,,,CF81 8RP,01443 875523,405.0
6762392.0,Rhiw Syr Dafydd Primary School,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Maes-y-Garn Road,Oakdale,Blackwood,,NP12 0NA,01495 222829,630.0
6762393.0,Ystrad Mynach Primary,676.0,Caerphilly,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lewis Street,Ystrad Mynach,Hengoed,,CF82 7AQ,01443 812707,435.0
6762394.0,Ysgol Gynradd Gymraeg Cwm Derwen,676.0,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Beech Grove,Oakdale,Blackwood,,NP12 0JL,01495 226062,228.0
6762395.0,Ysgol Penalltau,676.0,Caerphilly,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Cwm Calon,Penallta,Ystrad Mynach,,CF82 6AP,01443 862974,228.0
6763310.0,St Helens Rc Primary,676.0,Caerphilly,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Lansbury Park,Caerphilly,,,CF83 1QH,02920 852532,245.0
6764031.0,Newbridge School,676.0,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Bridge Street,Newbridge,Newport,,NP11 5FR,01495 243243,1016.0
6764046.0,Blackwood Comprehensive School,676.0,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Ty Isha Terrace,Cen Fforest,Blackwood,,NP12 1ER,01495 225566,966.0
6764065.0,St Cenydd School,676.0,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,St Cenydd Road,Trecenydd,Caerphilly,,CF83 2RP,02920 852504,1029.0
6764068.0,Risca Community Comprehensive,676.0,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Pontymason Lane,Rogerstone,Newport,,NP11 6YY,01633 612425,660.0
6764070.0,St Martin's School,676.0,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Hillside,Caerphilly,,,CF83 1UW,02920 858050,1000.0
6764073.0,Heolddu Comprehensive School,676.0,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Mountain Road,Bargoed,Caerphilly,,CF81 8XL,01443 875531,570.0
6764075.0,Lewis School Pengam,676.0,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Gilfach,Bargoed,,,CF81 8LJ,01443 873873,712.0
6764077.0,Lewis Girls' Comprehensive School,676.0,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Oakfield Street,Ystrad Mynach,,,CF82 7WW,01443 813168,691.0
6764093.0,Bedwas High School,676.0,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Newport Road,Bedwas,Caerphilly,,CF83 8BJ,02920 859800,647.0
6764103.0,Ysgol Gyfun Cwm Rhymni,676.0,Caerphilly,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Heol Gelli Haf,Fleur De Lys,Blackwood,Caerphilly,NP12 3JQ,01443 875227,1730.0
6764104.0,Islwyn High School,676.0,Caerphilly,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Waterloo,Oakdale,Blackwood,,NP12 0NU,01495 233600,1078.0
6765500.0,Idris Davies School 3 to 18,676.0,Caerphilly,Middle,Community,EM,English medium,Middle (ages 3-19),---,Mill Field,Abertysswg,Rhymney,,NP22 5XF,01685 846900,908.0
6767011.0,Trinity Fields School,676.0,Caerphilly,Special,Not Applicable,NA,Not applicable,Special (with post-16 provision),---,Caerphilly Road,Ystrad Mynach,Hengoed,,CF82 7XW,01443 866000,177.0
6772067.0,Bryn Bach Primary School,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Merthyr Road,Tredegar,Blaenau Gwent,,NP22 3RX,01495 722569,227.0
6772070.0,Glanhowy Primary School,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Coach Bach,Tredegar,Blaenau Gwent,,NP22 4RW,01495 722312,304.0
6772072.0,Deighton Primary School,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Stockton Way,Tredegar,Blaenau Gwent,,NP22 3ES,01495 722567,208.0
6772074.0,Georgetown Junior And Infants,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Oakfield Road,Tredegar,Blaenau Gwent,,NP22 4LJ,01495 717341,433.0
6772179.0,Sofrydd Primary,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Sofrydd Road,Crumlin,Newbridge,Blaenau Gwent,NP11 5DW,01495 244003,171.0
6772253.0,Cwm Primary School,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Canning Street,Cwm,Ebbw Vale,Blaenau Gwent,NP23 7RD,01495 370437,218.0
6772277.0,Beaufort Hill Primary,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Beaufort Hill,Ebbw Vale,Blaenau Gwent,,NP23 5QD,01495 302624,260.0
6772278.0,Willowtown Primary School,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Brynheulog Street,Willowtown,Ebbw Vale,Blaenau Gwent,NP23 6NJ,01496 302436,469.0
6772306.0,Blaen-y-Cwm Primary School,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Blaenafon Road,Brynmawr,Blaenau Gwent,,NP23 4BR,01495 313524,294.0
6772307.0,Ysgol Gymraeg Brohelyg,677.0,Blaenau Gwent,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Rising Sun Industrial Estate,Blaina,Blaenau Gwent,,NP13 3DQ,01495 293000,256.0
6772309.0,Glyncoed Primary,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Badminton Grove,Ebbw Vale,Blaenau Gwent,,NP23 5UL,01495 302402,360.0
6772310.0,Rhos Y Fedwen,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Honeyfield Road,Rassau,Ebbw Vale,Blaenau Gwent,NP23 5TA,01495 302465,132.0
6772311.0,Ystruth Primary,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,East Pentwyn,Blaina,Blaenau Gwent,,NP13 3XG,01495 290955,338.0
6772312.0,St. Illtyd's Primary School,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llanhilleth,,,Abertillery,NP13 2JT,01495 321718,220.0
6772313.0,Coed Y Garn Primary School,677.0,Blaenau Gwent,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Parrot Row,Blaina,Blaenau Gwent,,NP13 3AH,01495 290044,232.0
6773308.0,St Mary's Roman Catholic,677.0,Blaenau Gwent,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Catholic Road,Brynmawr,Blaenau Gwent,,NP23 4EF,01495 310596,210.0
6773309.0,St. Mary's Church School,677.0,Blaenau Gwent,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Intermediate Road,Brynmawr,Blaenau Gwent,,NP23 4SF,01495 310525,235.0
6773315.0,All Saints R.C. Primary School,677.0,Blaenau Gwent,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Heol yr Ysgol,Ebbw Vale,Blaenau Gwent,,NP23 6QF,01495 303631,209.0
6773316.0,St. Joseph's R.C. Primary,677.0,Blaenau Gwent,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Ashvale,Tredegar,Blaenau Gwent,,NP22 3RU,01495 722899,115.0
6774061.0,Tredegar Comprehensive School,677.0,Blaenau Gwent,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Stable Lane,Tredegar,Blaenau Gwent,,NP22 4BH,01495 723551,687.0
6775401.0,Brynmawr Foundation School,677.0,Blaenau Gwent,Secondary,Foundation,EM,English medium,Secondary (ages 11-16),---,"Rhydw, Intermediate Road",Brymawr,Blaenau Gwent,,NP23 4XT,01495 310527,693.0
6775500.0,Ebbw Fawr Learning Community,677.0,Blaenau Gwent,Middle,Community,EM,English medium,Middle (ages 3-16),---,Lime Avenue,Ebbw Vale,Blaenau Gwent,,NP23 6GL,01495 354690,1217.0
6775501.0,Abertillery Learning Community,677.0,Blaenau Gwent,Middle,Community,EM,English medium,Middle (ages 3-16),---,Alma Street,Abertillery,Blaenau Gwent,,NP13 1HN,01495 355911,1664.0
6777011.0,Pen-y-cwm Special School,677.0,Blaenau Gwent,Special,Not Applicable,NA,Not applicable,Special (with post-16 provision),---,Strand Annealing Lane,Ebbw Vale,Blaenau Gwent,,NP23 6AN,01495 357755,140.0
6777012.0,The River Centre 3-16 Learning Community,677.0,Blaenau Gwent,Special,Community,NA,Not applicable,Special (without post-16 provision),---,Pontygof,,Ebbw Vale,Blaenau Gwent,NP23 6EH,01495 357714,57.0
6782203.0,Llanyrafon Primary School,678.0,Torfaen,Primary,Community,EM,English medium,Infants & Juniors,---,Llanyrafon Way,Llanyrafon,Cwmbran,Torfaen,NP44 8HW,01633 867130,413.0
6782204.0,Maendy Junior And Infants,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Wayfield Crescent,Cwmbran,Torfaen,,NP44 1NH,01633 483168,252.0
6782205.0,Llantarnam Community Primary School,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llantarnam Road,Llantarnam,Cwmbran,Torfaen,NP44 3XB,01633 480039,356.0
6782211.0,Pontnewydd Primary & Nursery,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bryncelyn Road,Pontnewydd,Cwmbran,Torfaen,NP44 1JW,01633 483307,429.0
6782249.0,Greenmeadow Primary,678.0,Torfaen,Primary,Community,EM,English medium,Infants & Juniors,---,Greenmeadow,,Cwmbran,Torfaen,NP44 5YY,01633 484320,185.0
6782298.0,Cwmffrwdoer Primary,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Waunddu,Pontnewynydd,Pontypool,Torfaen,NP4 6QZ,01495 742761,238.0
6782308.0,George Street Primary School,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Wainfelin Road,Pontypool,Torfaen,,NP4 6BX,01495 756436,439.0
6782312.0,Ysgol Gymraeg Cwmbran Primary,678.0,Torfaen,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Henllys Way,St Dials,Cwmbran,Torfaen,NP44 4HB,01633 483383,363.0
6782315.0,Garnteg Primary,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hillcrest,Garndiffaith,Pontypool,Torfaen,NP4 7SJ,01495 742934,449.0
6782318.0,Ysgol Bryn Onnen,678.0,Torfaen,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Varteg Road,Pontypool,Torfaen,,NP4 7RT,01495 772284,216.0
6782319.0,Woodlands Community Primary School,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Thornhill Road,Upper Cwmbran,Cwmbran,Torfaen,NP44 5UA,01633 647488,357.0
6782320.0,New Inn Primary School,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Off Golf Road,New Inn,Pontypool,Torfaen,NP4 0NG,01495 757649,625.0
6782321.0,Griffithstown Primary School,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Florence Place,Griffithstown,Pontypool,Torfaen,NP4 5DN,01495 759679,382.0
6782322.0,Penygarn Community Primary School,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Penygarn Road,Penygarn,Pontypool,,NP4 8JR,01495 742090,429.0
6782323.0,Blenheim Road Community Primary School,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Blenheim Road,St Dials,Cwmbran,,NP44 4SZ,01495 484655,284.0
6782324.0,Coed Eva Primary School,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Teynes,Coed Eva,Cwmbran,Torfaen,NP44 4TG,01633 484131,443.0
6782325.0,Croesyceiliog Primary School,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,North Road,Croesyceiliog,Cwmbran,Torfaen,NP44 2LL,01633 624114,445.0
6782326.0,Nant Celyn Primary School ,678.0,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Henllys Way,Cwmbran,,,NP44 7DJ,01633 624170,449.0
6782327.0,Ysgol Panteg,678.0,Torfaen,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Station Road,Griffithstown,,Pontypool,NP4 5HP,01495 762581,437.0
6783028.0,Blaenavon Heritage Vc Primary School,678.0,Torfaen,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Blaenavon Community Campus,Middle Coed Cae Road,Blaenavon,Torfaen,NP4 9AW,01495 766500,510.0
6783321.0,Cwmbran R.C. Jnr. & Infts.,678.0,Torfaen,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Victoria Street,Cwmbran,Torfaen,,NP44 3JR,01633 484673,217.0
6783324.0,St. Davids Cwmbran R.C. School,678.0,Torfaen,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Caldicot Way,Pontrhydyrun,Cwmbran,Torfaen,NP44 1UF,01633 482580,209.0
6783330.0,Henllys Church In Wales,678.0,Torfaen,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Church in Wales,Ty Canol Way,Cwmbran,Torfaen,,NP44 6JA,01633 877796,186.0
6783331.0,Padre Pio Rc Primary School,678.0,Torfaen,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Conway Road,Pontypool,Torfaen,,NP4 6HL,01633 742074,214.0
6783332.0,Ponthir Church in Wales School,678.0,Torfaen,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Church in Wales,Caerleon Road,Ponthir,Torfaen,,NP18 1GA,01633 421651,105.0
6784051.0,Croesyceiliog School,678.0,Torfaen,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Woodland Road,Croesyceiliog,Cwmbran,Torfaen,NP44 2YB,01633 645900,1401.0
6784070.0,Abersychan Comprehensive,678.0,Torfaen,Secondary,Community,EM,English medium,Secondary (ages 11-16),---, INCLINE ROAD,ABERSYCHAN,Pontypool,Torfaen,NP4 7DF,01495 773068,835.0
6784072.0,West Monmouth School,678.0,Torfaen,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Blaendare Road,Pontypool,Torfaen,,NP4 5YG,01495 762080,1031.0
6784075.0,Ysgol Gyfun Gwynllyw,678.0,Torfaen,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Heol Folly,Trefddyn,Pontypool,Torfaen,NP4 8JD,01495 750405,803.0
6784076.0,Cwmbran High School,678.0,Torfaen,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Ty Gwyn Way,Fairwater,Cwmbran,,NP44 4YZ,01633 643950,1123.0
6784603.0,St. Albans R.C. High School,678.0,Torfaen,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-16),Roman Catholic,The Park,Pontypool,Torfaen,,NP4 6XG,01495 765800,841.0
6787012.0,Crownbridge Special School,678.0,Torfaen,Special,Not Applicable,NA,Not applicable,Special (with post-16 provision),---,Turnpike Road,Croesyceiliog,Cwmbran,Torfaen,NP44 2BJ,01495 742065,116.0
6792057.0,Gilwern Primary School,679.0,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Cae Meldon,Gilwern,Abergavenny,Monmouthshire,NP7 0AY,01873 830325,220.0
6792134.0,Goytre Fawr Primary,679.0,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Penperlleni,Nr Pontypool,Monmouthshire,,NP4 0AH,01873 880369,178.0
6792163.0,Undy Primary School,679.0,Monmouthshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pennyfarthing Lane,Undy,Newport,Monmouthshire,NP26 3LZ,01633 880021,365.0
6792164.0,Rogiet County Primary,679.0,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Station Road,Rogiet,Newport,Monmouthshire,NP26 3SD,01291 420348,200.0
6792228.0,Pembroke Primary,679.0,Monmouthshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Fairfield Road,Bulwark,Chepstow,Monmouthshire,NP16 5JP,01291 622310,248.0
6792243.0,Llanvihangel Crucorney County Primary School,679.0,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Pandy,Abergavenny,Monmouthshire,,NP7 8DL,01873 890416,69.0
6792246.0,Thornwell Primary School,679.0,Monmouthshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Thornwell Road,Bulwark,Chepstow,Monmouthshire,NP16 5NT,01291 623390,315.0
